id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description
7717,250-600 (?),Found/Acquired: Yamato (historic - kuni),stone,carved,,horse/ass,,Kofun Period,Japanese,Japan,"This carved stone equine figure, originating from Japan's Kofun Period, dates back to approximately 250-600 CE. The sculpture, representing a horse or ass, is intricately carved, reflecting the skill and artistry associated with this era in Japanese history. The Kofun Period is marked by its distinctive burial mounds and funerary art, of which this figure is a fine example. Discovered in the historic region of Yamato, this artifact highlights the cultural and symbolic significance of equines in Japanese society during this time, often associated with status and spiritual beliefs."
8319,250-600,Found/Acquired: Misaoyama Dolmen,stoneware,glazed; tataki,Inscription type: inscription Inscription position: label Inscription language: English Inscription quoted: Misao yama near Okayama. same [...] as dolmen no 13 Inscription note: Handwritten.,,,Kofun Period,Japanese,Japan,"This artifact is a sherd from a vessel originating from the Kofun Period in Japan, dating back to 250-600 CE. Constructed from green glazed stoneware, the sherd exhibits unique surface textures, including tataki matted paddle marks and carved anvil marks on the underside. It bears an English inscription on a label, noting its proximity to Misao-yama near Okayama, with a reference to dolmen number 13, suggestive of its archaeological context. This piece was discovered at the Misaoyama Dolmen, linking it to the rich funerary traditions of the Kofun Period. Such artifacts provide valuable insight into the material culture and techniques, such as glazing and decoration, employed during this prehistoric era in Japan."
8213,650-700,Found/Acquired: Akasaka-cho (Tsukimi-yama),stoneware,ash-glazed,Inscription type: inscription Inscription position: paper slip attached to pedestal Inscription language: Japanese Inscription quoted: 発掘人赤坂村堤庄八　同村　　　同村松尾淺吉売買人赤坂村清水甚吉」　不破郡赤坂村　々有他　家月見山第四墳台付皿壱固　再度買取人　久瀬村　長岡善蔵　高三寸」; Inscription type: inscription Inscription quoted: Akasaka Mino Tsukimi-yama,,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal bowl, dating from 650-700 CE, exemplifies the artistry of high-fired stoneware with a natural ash glaze. Known as a takatsuki, the artifact features a shallow bowl with sides that expand gracefully towards the rim, resting atop a slender pedestal that broadens into a foot with a slightly raised edge. Accompanying the bowl is a paper slip inscribed in Japanese, linking it to individuals and locations associated with its excavation and provenance, including references to ""赤坂村"" (Akasaka village) and ""月見山"" (Tsukimi-yama). This piece was found in Akasaka-cho (Tsukimi-yama), offering valuable insights into the cultural and ceremonial practices of the Late Kofun period in Japan."
8336,250-600,Found/Acquired: Myohoji (3 April 1884),stoneware,tataki,Inscription type: inscription Inscription position: label Inscription language: English Inscription quoted: Miyohoji mura. Below mound near the dolmen. 3/4/84,,,Kofun Period,Japanese,Japan,"This sherd of a vessel, dating from the Kofun period between 250-600 CE, is crafted from high-fired stoneware and exhibits the distinct tataki technique, characterized by matted paddle marks across its surface. It captures the refined ceramic craftsmanship of Japan's Kofun era. An English inscription, dated to April 3, 1884, specifies ""Miyohoji mura. Below mound near the dolmen,"" providing contextual provenance of its discovery at Myohoji, Japan. This artifact, found near a dolmen, underlines the historical and cultural practices of burial and pottery production during this significant era of early Japanese society."
8344,550-620,Found/Acquired: Ryoseki (?),stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This assemblage of 14 sherds, dating from 550-620 CE, originates from the Late Kofun period in Japan. Crafted from high-fired stoneware, each piece exhibits the distinctive tataki technique, characterized by impressions made using a carved anvil on the interior and a matted paddle on the exterior. These artifacts, emblematic of the technological and artistic advancements of the era, were discovered or acquired in Ryoseki, although the exact findspot remains uncertain. The sherds offer valuable insights into the ceramic practices and cultural expressions of Japan during the Late Kofun period."
8222,750-800,Found/Acquired: Hattorigawa,stoneware,incised,"Inscription type: inscription Inscription quoted: Hattorigawa Kawachi, 13/2/86",,,Late Kofun,Japanese,Japan,"This late Kofun period stoneware artifact, produced between 750-800 CE, is a lid of a Takatsuki, or pedestal bowl, showcasing the refined craftsmanship of ancient Japan. Fashioned from dark grey high-fired stoneware, the lid features a prominent knob and intricate decorative incisions, including two concentric grooves encircling it, with a band of oblique strokes artfully nestled between them. An inscription, reading ""Hattorigawa Kawachi, 13/2/86,"" is present, potentially indicating the site of discovery or other contextual details. Unearthed at Hattorigawa in Japan, this relic provides valuable insight into the artisanal techniques and cultural expressions of the Late Kofun period, enriching our understanding of Japan's historical and artistic heritage."
7845,250-600,Found/Acquired: Shibayama dolmen,bronze; gold; silver,gilded,,,,Kofun Period,Japanese,Japan,"This exquisite ornamental harness pendant from the Kofun Period, dating between 250-600 CE, exemplifies the metallurgical artistry of ancient Japan. Crafted from a combination of gilt bronze, iron, and silver, the pendant features a distinctive design where an oval is seamlessly integrated with an attached rhombus. Such pendants were traditionally affixed to the harnesses of horses, serving both functional and decorative purposes. The gilded finish enhances its luxurious appearance, reflecting the cultural emphasis on elaborate equestrian adornments during this era. This artifact was unearthed from the Shibayama dolmen, offering valuable insights into burial practices and the high status accorded to equestrian equipment in Kofun society."
8370,250-600,Found/Acquired: Nanamagari toge (17 Oct 1883),stoneware,tataki,"Inscription type: inscription Inscription position: label (on both) Inscription language: English Inscription quoted: Buzen. Nana magari toge, Uyeno mura Oct 17/83",,,Kofun Period,Japanese,Japan,"These two vessel sherds, originating from Japan's Kofun Period, date from 250-600 CE and are crafted from high-fired stoneware. The surface of these artifacts is distinguished by tataki matted paddle and carved anvil marks, showcasing the ancient technique used in their creation. Each sherd bears an inscription in English, providing provenance details: ""Buzen. Nana magari toge, Uyeno mura Oct 17/83."" These sherds were discovered at Nanamagari toge on October 17, 1883, offering insight into the ceramic practices and cultural milieu of that era in Japan."
8058,650-700,Found/Acquired: Misaoyama Dolmen,stoneware,ash-glazed; pierced,"Inscription type: inscription Inscription position: label on foot Inscription language: English Inscription quoted: Misaoyama, Bizen from dolmens. From CSuicho. Inscription note: Handwritten.",,,Late Kofun,Japanese,Japan,"This Late Kofun pedestal vessel, dating from 650-700 CE, serves as a remarkable example of Japanese stoneware used for serving rice wine, known as daitsuki hasou. Crafted from high-fired stoneware, it features a natural ash glaze that highlights its aesthetic appeal. The vessel boasts a globular body, with a round perforation on one side designed for a bamboo spout, and has a distinctive long neck that broadens into a wide mouth accented by a ridge below the rim. It is supported by a short pedestal that expands towards the foot. A handwritten English inscription is found on a label on the foot, which reads ""Misaoyama, Bizen from dolmens. From CSuicho,"" indicating its provenance. This artifact was found at the Misaoyama Dolmen in Japan, offering insights into the funerary practices and material culture of the Late Kofun period."
8363,250-600,Found/Acquired: Tachibana-dera (橘寺),stoneware,tataki,"Inscription type: inscription Inscription position: on label Inscription language: English Inscription quoted: Tachibana dera 
From road 27/7/82 Inscription note: Handwritten.",,,Kofun Period,Japanese,Japan,"This triangular sherd of a vessel, dating from 250-600 CE, hails from the Kofun Period in Japan, showcasing the distinct characteristics of stoneware material. The fragment bears marks from the tataki technique, with visible matted paddle and anvil impressions, indicative of the meticulous craftsmanship of the era. An inscription on a label, handwritten in English, notes its provenance as ""Tachibana dera From road 27/7/82,"" elucidating its historical findspot in Tachibana-dera, Japan. This artifact provides valuable insights into Japanese ceramic practices during the Kofun era, with its cultural and technical attributes contributing to our understanding of ancient Japanese society."
8056,650 (ca.),Found/Acquired: Hiemura,stoneware,pierced; incised,,,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal long-necked jar, or ""daitsuki chokeiko,"" dating circa 650 CE, is an exquisite example of high-fired stoneware from Japan. The jar features a globular body with a flattened shoulder section, supporting a long neck that expands gracefully towards the mouth. Its short leg similarly expands towards the foot and is uniquely designed with four small round perforations on its sides, adding to its ornate appeal. The body is adorned with two incised grooves at the shoulder, demonstrating the skilled craftsmanship of the time. This piece, emblematic of the Late Kofun era's ceramic traditions, was found in Hiemura, providing valuable insight into the artistic practices of ancient Japanese cultures."
7843,250-600,Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Kofun Period,Japanese,Japan,"This fragment of a harness pendant dates from the Kofun Period, specifically between 250-600 CE, and was discovered at the Shibayama dolmen in Japan. Crafted from gilt bronze, this pendant originally embodied an elegant design featuring oval and lozenge shapes, of which only a section of the oval remains today. The use of gilding indicates the luxurious craftsmanship typical of the era, reflecting the sophistication and artistry present in Japanese metalwork during this time. The pendant's origin from a dolmen—a megalithic tomb structure—suggests its role in burial practices, potentially symbolizing status or serving as a ceremonial object. This artifact offers insights into the material culture and mortuary customs of the ancient Kofun society."
8280,250-600,Found/Acquired: Omi-Hachiman,stoneware; lacquer,lacquered,,,,Kofun Period,Japanese,Japan,"This exquisite tsuki, or dish, hailing from the Kofun Period of Japan, was crafted between 250-600 CE. Fashioned from high-fired stoneware, the dish presents as a shallow bowl with sides gracefully expanding towards the upper rim, embodying the elegant simplicity of early Japanese ceramics. Noteworthy is its repair using the traditional kintsugi technique, where gold lacquer is used to mend the dish, celebrating rather than concealing its imperfections. This method not only restores utility but also enhances its aesthetic, illustrating the Japanese philosophy of finding beauty in imperfection. The dish was discovered in Omi-Hachiman, offering a glimpse into the material culture and artistic practices that flourished during this period in Japan."
8355,250-600,Found/Acquired: Minohara (?),stoneware,tataki,Inscription type: inscription Inscription position: on wrapping paper Inscription language: English Inscription quoted: Mi no hana dolmen Settsu Inscription note: Handwritten.,,,Kofun Period,Japanese,Japan,"This assemblage consists of eight vessel sherds from the Kofun Period, dated between 250-600 CE, originating from Japan. Crafted from high-fired stoneware, several pieces display distinctive tataki technique marks, characterized by paddle and anvil impressions. While the sherds themselves lack inscriptions, the accompanying wrapping paper contains a handwritten English note, ""Mi no hana dolmen Settsu,"" suggesting potential connections to the Settsu region. Discovered in the area of Minohara, these artifacts provide valuable insight into the ceramic practices and cultural nuances of the Kofun Period in Japan."
